# source_id - Gaia DR2 identifier
# flags - stream name
# source - the literature source (explained below)
# Keys for literature sources given in this column are the following: 
# Koposov10 - Koposov et al. 2010 radial velocities, the distances are estimated from fits to tracks
# Li17 - Li et al. 2017 radial velocities, the distances are estimated from fits to tracks
# Willet09 - Willet et al. 2009 radial velocities, the distances are estimated from fits to tracks
# Ibata17 - Ibata et al. 2017 radial velocities, the distances are estimated from fits to tracks
# PriceWhelan19 - Price-Whelan et al. 2019 distances, radial velocities are estimated from fits to tracks
# Koposov19 - Koposov et al. 2019 distances, radial velocities are estimated from fits to tracks
# Koposov19&Li17 - Koposov et al. 2019 distances, Li et al. 2017 radial velocities
# Koppelman19 - Koppelman et al. 2019 members
# dist - heliocentric distances (in kpc)
# radial_velocity - heliocentric radial velocities (in km/s)
# radial_velocity_error - radial velocity errors (in km/s), missing for the stars for which radial velocity was estimated from tracks


# source_id             flags    source           dist        radial_velocity   radial_velocity_error
  300034840362494592    Helmi    Koppelman19      2.541121    11.484474         4.470536               
  317928636190603136    Helmi    Koppelman19      3.0524786   56.959106         1.040868               
  328660281995935232    Helmi    Koppelman19      0.59515655  67.21             7.2                    
  334897296063939712    Helmi    Koppelman19      1.3627566   -123.509995       7.7                    
  338420371837484160    Helmi    Koppelman19      1.310216    -74.33            14.08                  
  362606329112459136    Helmi    Koppelman19      2.741527    105.03            14.15                  
  365903386527108864    Helmi    Koppelman19      0.7509575   -109.54655        0.999594               
  414268497862196224    Helmi    Koppelman19      3.803506    -69.46816         0.878223               
  424315422799326464    Helmi    Koppelman19      3.6309998   -167.05853        0.495985               
  565085174940343296    Helmi    Koppelman19      4.9065895   -64.79            1.540417               
  571826104634521856    Helmi    Koppelman19      1.4741967   -277.98907        1.582217               
  579282859350500480    Helmi    Koppelman19      0.74675316  21.0              13.55                  
  579472799984173824    Helmi    Koppelman19      2.955992    -38.48            9.85                   
  580075916471255040    Helmi    Koppelman19      1.1756381   -128.54           12.79                  
  597915355193425152    Helmi    Koppelman19      1.2242036   -86.39            7.97                   
  601485847406210688    Helmi    Koppelman19      1.8951999   253.81            15.64                  
  604095572614068352    Helmi    Koppelman19      0.933302    254.3252          2.763948               
  609634774756212480    Helmi    Koppelman19      4.4969864   91.47             10.48                  
  618362698056754816    Helmi    Koppelman19      2.0552363   54.14             6.86                   
  623835615967986560    Helmi    Koppelman19      1.5812783   -168.16           15.47                  
  640225833940128256    Helmi    Koppelman19      0.44084156  277.4111          1.891698               
  641984640227836288    Helmi    Koppelman19      3.0795248   123.80903         1.206041               
  642298482077861888    Helmi    Koppelman19      0.63108397  -202.44           8.25                   
  650878108749480960    Helmi    Koppelman19      2.685121    197.48491         1.301587               
  658200993629082240    Helmi    Koppelman19      3.0471714   201.7             9.72                   
  660857241923470336    Helmi    Koppelman19      0.45103747  -91.03            7.27                   
  666167814367063296    Helmi    Koppelman19      1.4899232   -116.62           11.46                  
  675824721913920768    Helmi    Koppelman19      1.6494733   15.14             12.49                  
  676184743253306752    Helmi    Koppelman19      4.5385065   68.25             9.77                   
  690133560079137920    Helmi    Koppelman19      1.2909786   -134.74           9.44                   
  695472307507752320    Helmi    Koppelman19      2.1727166   93.19             14.39                  
  703875080308465536    Helmi    Koppelman19      0.9626858   -127.850006       9.83                   
  711475458731171712    Helmi    Koppelman19      3.8688056   59.249393         1.6804                 
  715176071273608704    Helmi    Koppelman19      2.5598035   -78.56026         0.768481               
  720354564881582080    Helmi    Koppelman19      1.5179212   -149.96           8.79                   
  721179847141106816    Helmi    Koppelman19      2.8471336   -184.32           17.25                  
  722255002009942528    Helmi    Koppelman19      4.928992    18.577387         0.301964               
  722917384750970752    Helmi    Koppelman19      1.1757089   276.09            5.99                   
  724057994920894592    Helmi    Koppelman19      1.6616284   -62.11            7.43                   
  724067027236448128    Helmi    Koppelman19      0.18084258  311.323           0.62546                
  731949048138844800    Helmi    Koppelman19      0.852788    -228.69           7.85                   
  735896535401139072    Helmi    Koppelman19      0.9339452   -219.35           6.06                   
  777558680244658176    Helmi    Koppelman19      1.947029    364.71194         1.006047               
  809944799537192320    Helmi    Koppelman19      0.9019975   -219.88           8.07                   
  812131247128723712    Helmi    Koppelman19      1.9040072   -51.96            16.85                  
  814140020513681024    Helmi    Koppelman19      2.791448    -179.6            12.55                  
  821455518049745280    Helmi    Koppelman19      3.9463005   -23.07946         1.714063               
  839367249661110912    Helmi    Koppelman19      0.050834026 -421.513          0.066869               
  839618793008582272    Helmi    Koppelman19      0.59855425  -307.86           16.25                  
  840616123070439552    Helmi    Koppelman19      3.626873    -279.44174        0.994985               
  841170654888167808    Helmi    Koppelman19      2.593611    -225.32           15.58                  
  846326471068781824    Helmi    Koppelman19      1.2515522   -220.62           15.0                   
  849565494885493888    Helmi    Koppelman19      1.3248338   -172.96           10.21                  
  868447614227967744    Helmi    Koppelman19      1.1309072   -61.8586          0.575252               
  877174369298101504    Helmi    Koppelman19      0.6269686   -117.21           9.16                   
  877928256318192512    Helmi    Koppelman19      1.0356705   -104.08           16.08                  
  878629435499205632    Helmi    Koppelman19      2.0836442   -48.56            15.09                  
  879287699366827520    Helmi    Koppelman19      0.7989287   -94.74            12.14                  
  892436552763913344    Helmi    Koppelman19      3.3547637   93.19             14.15                  
  894379527249498496    Helmi    Koppelman19      3.9514856   68.74             5.4                    
  901431176354580480    Helmi    Koppelman19      2.2840579   -3.38             17.95                  
  909255575975553920    Helmi    Koppelman19      4.5473056   67.31257          3.206663               
  924073900341372160    Helmi    Koppelman19      2.323083    -33.49            11.93                  
  951217299082189696    Helmi    Koppelman19      4.966064    -31.2             5.35                   
  1011601034570885504   Helmi    Koppelman19      3.798762    159.85704         1.203657               
  1021904837208334848   Helmi    Koppelman19      1.8070831   -217.64           14.23                  
  1022757474116502400   Helmi    Koppelman19      3.7246068   -17.95            4.68                   
  1143069060084735232   Helmi    Koppelman19      1.9308114   -241.20236        3.738062               
  1160604689999075456   Helmi    Koppelman19      2.1491697   -173.56           8.87                   
  1176187720407158912   Helmi    Koppelman19      0.31088972  -296.65           16.98                  
  1179353424836990720   Helmi    Koppelman19      2.8659167   222.2             19.13                  
  1190457117888556160   Helmi    Koppelman19      4.9894204   -181.09592        0.516229               
  1211628386079715840   Helmi    Koppelman19      2.6307414   -222.87           13.28                  
  1243915819907387392   Helmi    Koppelman19      4.542882    237.14            15.18                  
  1244298759191228800   Helmi    Koppelman19      1.1918142   -287.13           9.35                   
  1255012675370113536   Helmi    Koppelman19      0.7774719   -266.27           12.73                  
  1258514207587827840   Helmi    Koppelman19      0.09751719  -235.475          2.50932                
  1260211058971256320   Helmi    Koppelman19      3.6038275   205.52            5.65                   
  1261193202028905600   Helmi    Koppelman19      0.088703215 -367.361          5.87422                
  1263921674493183488   Helmi    Koppelman19      1.74461     -207.78           7.6                    
  1264302346034442496   Helmi    Koppelman19      4.9627614   -187.42906        0.537286               
  1275876252107941888   Helmi    Koppelman19      1.5303328   -281.23538        0.148535               
  1278333454435460096   Helmi    Koppelman19      4.0387607   -177.79           9.83                   
  1278999758481584768   Helmi    Koppelman19      1.0287709   -302.95           9.48                   
  1286475922158536064   Helmi    Koppelman19      1.9857807   -287.39           49.75                  
  1288312793771274880   Helmi    Koppelman19      0.7018977   -234.04           13.99                  
  1317046296776785920   Helmi    Koppelman19      1.916552    -190.34           12.34                  
  1325856580370512768   Helmi    Koppelman19      0.8533935   -244.54           5.01                   
  1329198236725539456   Helmi    Koppelman19      1.3135859   -245.79           23.07                  
  1351435584519064576   Helmi    Koppelman19      4.0852137   100.867           0.147684               
  1361390494077900672   Helmi    Koppelman19      4.2294354   81.48628          0.607726               
  1375199947805963520   Helmi    Koppelman19      1.2234553   -286.2762         0.605964               
  1375468537880511488   Helmi    Koppelman19      0.35764432  -288.01           13.06                  
  1376687518318241536   Helmi    Koppelman19      0.5202958   -300.33           8.64                   
  1390150935120171776   Helmi    Koppelman19      0.60357505  -266.97           19.38                  
  1415635209471360256   Helmi    Koppelman19      0.6899951   -200.5964         0.751476               
  1416077522383596160   Helmi    Koppelman19      1.3756306   64.270004         16.29                  
  1445550069004682368   Helmi    Koppelman19      0.4612528   -305.322          0.015096               
  1454211574931259008   Helmi    Koppelman19      2.6106584   -226.22           7.87                   
  1454848260885706240   Helmi    Koppelman19      0.49649772  247.761           0.142936               
  1459258161504411776   Helmi    Koppelman19      3.4234426   -214.23           7.16                   
  1461351734723634944   Helmi    Koppelman19      1.5466189   -282.92           16.16                  
  1465018949599024000   Helmi    Koppelman19      2.25835     -267.69           16.62                  
  1467009581041527168   Helmi    Koppelman19      0.86023     328.64            15.26                  
  1469066526780349312   Helmi    Koppelman19      0.26033154  -210.24           14.1                   
  1471944223587079808   Helmi    Koppelman19      0.09642881  -419.458          7.8256                 
  1472043763749113984   Helmi    Koppelman19      0.27521038  -236.523          62.1618                
  1475499116478182400   Helmi    Koppelman19      1.8294849   -252.67001        10.21                  
  1476416280975128832   Helmi    Koppelman19      0.42138186  -243.89           10.42                  
  1479656885339494656   Helmi    Koppelman19      4.451181    -221.52           10.53                  
  1481262412833531520   Helmi    Koppelman19      1.5288545   155.62            10.39                  
  1498477363310839168   Helmi    Koppelman19      0.39675507  -257.06           9.0                    
  1500489435229902976   Helmi    Koppelman19      0.3840922   -241.15           15.03                  
  1501129694594779776   Helmi    Koppelman19      1.1361426   -245.0            7.38                   
  1501277853786344704   Helmi    Koppelman19      1.2133266   -197.25           20.57                  
  1516361572771506176   Helmi    Koppelman19      1.8984015   -240.46           44.78                  
  1516500901510616960   Helmi    Koppelman19      2.6126308   -253.15           20.19                  
  1522392875086096384   Helmi    Koppelman19      1.3569425   -294.76           7.55                   
  1527475951701753984   Helmi    Koppelman19      0.6875963   -296.06           8.5                    
  1529110474518977920   Helmi    Koppelman19      0.95033133  136.26            8.02                   
  1533286423976243584   Helmi    Koppelman19      0.17329574  323.926           1.37692                
  1534269318651955072   Helmi    Koppelman19      1.5251664   -276.44           8.29                   
  1543128667952320384   Helmi    Koppelman19      0.3359414   -340.74268        2.651778               
  1544941144151976832   Helmi    Koppelman19      1.9396632   -284.71           7.62                   
  1550080089702483584   Helmi    Koppelman19      2.1420777   -240.3            25.43                  
  1576029045153304448   Helmi    Koppelman19      3.336895    -237.82           8.45                   
  1590912446864098688   Helmi    Koppelman19      1.4813706   -227.97           8.92                   
  1601706279498493184   Helmi    Koppelman19      2.8384767   73.98             15.23                  
  1601734905456540160   Helmi    Koppelman19      2.4467986   96.57             15.06                  
  1606083435288423680   Helmi    Koppelman19      1.1776367   -224.78           8.51                   
  1609793702916552448   Helmi    Koppelman19      4.381484    -319.9347         0.957194               
  1621470761217916800   Helmi    Koppelman19      0.30312887  -265.052          2.346387               
  1639946061258413312   Helmi    Koppelman19      0.20994872  73.29561          1.783237               
  1651212997426399872   Helmi    Koppelman19      3.5049424   -254.25041        6.517548               
  1659006954318690688   Helmi    Koppelman19      1.9822568   98.98             22.33                  
  1661132860050868096   Helmi    Koppelman19      3.064061    17.85             24.77                  
  1688495581297486336   Helmi    Koppelman19      3.359472    11.855236         2.143855               
  1740372429681699712   Helmi    Koppelman19      4.0275264   57.48             11.11                  
  1741837288407560192   Helmi    Koppelman19      2.399482    -166.4            12.19                  
  1746823363186399104   Helmi    Koppelman19      2.4299328   85.4604           1.181649               
  1770226575557939840   Helmi    Koppelman19      3.775204    71.2293           0.031138               
  1785179585801889792   Helmi    Koppelman19      3.9063678   3.23506           7.65248                
  1880722993023978240   Helmi    Koppelman19      3.5623815   -187.68434        1.388412               
  1897394608662403584   Helmi    Koppelman19      3.064854    -194.5434         3.878465               
  1909569058536197760   Helmi    Koppelman19      1.1671877   1.3               18.82                  
  1915730687339037056   Helmi    Koppelman19      2.9288728   -27.55            5.08                   
  1927742920592283264   Helmi    Koppelman19      3.3120422   -137.65           11.03                  
  1959250663239949568   Helmi    Koppelman19      1.2839446   -13.67            14.75                  
  2075971480449027840   Helmi    Koppelman19      0.39234486  -68.83544         1.180453               
  2090990366909021312   Helmi    Koppelman19      1.9470361   -153.48994        2.78731                
  2107177716389487744   Helmi    Koppelman19      1.9010049   -46.52            6.04                   
  2113756098755468288   Helmi    Koppelman19      2.6924841   -132.34143        0.493383               
  2118428129820961152   Helmi    Koppelman19      0.98062336  -175.4            8.68                   
  2119154219811372928   Helmi    Koppelman19      2.0004995   -37.59            5.76                   
  2143783830030463744   Helmi    Koppelman19      2.504612    -31.470001        8.23                   
  2268048503896398720   Helmi    Koppelman19      0.1575068   -183.92877        0.162128               
  2290361477475441664   Helmi    Koppelman19      3.5930076   -103.03099        5.308754               
  2322233192826733184   Helmi    Koppelman19      0.49110276  -212.14468        1.200724               
  2344587054493724288   Helmi    Koppelman19      1.9223194   -236.7381         0.960237               
  2355425387285206016   Helmi    Koppelman19      4.247788    169.49988         0.74512                
  2416023871138662784   Helmi    Koppelman19      0.95986706  230.59808         0.277301               
  2417033428971348608   Helmi    Koppelman19      0.11654992  280.872           1.5266                 
  2438115774159097856   Helmi    Koppelman19      4.068993    -201.19145        0.534945               
  2463622347979629952   Helmi    Koppelman19      3.7148368   61.594837         1.355306               
  2484686482506940416   Helmi    Koppelman19      1.4773289   216.17            56.31                  
  2497639347957300096   Helmi    Koppelman19      3.4695249   202.63867         0.502098               
  2515939172813427840   Helmi    Koppelman19      1.2474985   171.07            13.18                  
  2518385517465704960   Helmi    Koppelman19      1.2201141   183.65            12.4                   
  2519551171589880192   Helmi    Koppelman19      1.4570442   173.97            42.94                  
  2533982360488142336   Helmi    Koppelman19      1.0543118   221.43            13.15                  
  2548084666562636544   Helmi    Koppelman19      1.1768149   223.45            13.64                  
  2549249942728874368   Helmi    Koppelman19      2.1155279   158.89            17.45                  
  2556488440091507584   Helmi    Koppelman19      0.31873256  -253.52898        1.618373               
  2562681954730905344   Helmi    Koppelman19      0.34956983  -202.17           5.65                   
  2564879259999378560   Helmi    Koppelman19      1.3064544   176.61            15.53                  
  2565036284003715712   Helmi    Koppelman19      1.1918277   174.09            10.66                  
  2577125551790493824   Helmi    Koppelman19      1.4985356   175.89            8.02                   
  2577340815551111680   Helmi    Koppelman19      0.33788335  -221.82           16.73                  
  2577877377225342464   Helmi    Koppelman19      2.933726    -259.44           15.81                  
  2585460292309803264   Helmi    Koppelman19      1.8041892   159.55463         1.040893               
  2587112141027257472   Helmi    Koppelman19      2.7471068   -144.03896        3.265522               
  2593099428517326848   Helmi    Koppelman19      0.9640732   30.98             15.72                  
  2597454555419529728   Helmi    Koppelman19      0.43684524  -240.833          27.105                 
  2604228169817599104   Helmi    Koppelman19      0.17291199  -298.30698        1.392966               
  2610361657994140032   Helmi    Koppelman19      2.272254    193.32193         0.231154               
  2652715636170048384   Helmi    Koppelman19      1.7033406   180.61339         2.553257               
  2658069914200047872   Helmi    Koppelman19      1.2124007   144.37            15.1                   
  2670534149811033088   Helmi    Koppelman19      0.9432156   160.11754         0.663918               
  2685833132557398656   Helmi    Koppelman19      0.18129449  47.822296         1.802755               
  2702017668840521088   Helmi    Koppelman19      1.9067136   98.22             11.68                  
  2710316816966218496   Helmi    Koppelman19      1.9736964   33.489998         7.78                   
  2715380235515703168   Helmi    Koppelman19      2.9372373   -202.991          0.858871               
  2716342071966879744   Helmi    Koppelman19      2.9274974   32.468388         0.617976               
  2731449911488518144   Helmi    Koppelman19      3.0645263   102.93            14.87                  
  2747904614098575488   Helmi    Koppelman19      0.85492593  -284.64           22.84                  
  2753174783785251328   Helmi    Koppelman19      1.5312304   -249.07           17.85                  
  2762507266682585728   Helmi    Koppelman19      0.90869325  138.21            13.72                  
  2763829601214919040   Helmi    Koppelman19      1.3352138   -213.24           9.74                   
  2777125789169639296   Helmi    Koppelman19      0.028124234 -243.19           10.46                  
  2782868607121209344   Helmi    Koppelman19      1.9423387   72.98             13.64                  
  2816029465498234368   Helmi    Koppelman19      1.9036802   117.46            13.89                  
  2838661293152878976   Helmi    Koppelman19      4.4501452   -159.385          0.466422               
  2841291982098062208   Helmi    Koppelman19      4.5544972   -142.16008        1.640281               
  2865194471533729152   Helmi    Koppelman19      0.54952     14.79             6.3                    
  2865540508457717376   Helmi    Koppelman19      0.33536807  -152.93           13.97                  
  2869555134648788736   Helmi    Koppelman19      1.7241913   37.33             17.63                  
  2876439211309388672   Helmi    Koppelman19      2.33543     -9.703107         0.723827               
  2882203332298969728   Helmi    Koppelman19      1.0958991   1.947768          1.507446               
  2901753198796969216   Helmi    Koppelman19      1.7214013   138.41978         1.755565               
  2902505745786910080   Helmi    Koppelman19      2.1715238   4.394713          1.357245               
  2954185571135157504   Helmi    Koppelman19      1.745002    136.96942         0.700835               
  3074369755487517184   Helmi    Koppelman19      1.4300932   -50.88            15.57                  
  3085891537839264896   Helmi    Koppelman19      0.17565058  -82.63637         0.656358               
  3085891537839267328   Helmi    Koppelman19      0.17919779  -82.68697         0.325584               
  3124268582457078400   Helmi    Koppelman19      2.604913    5.25              13.19                  
  3165682645690499840   Helmi    Koppelman19      1.9842932   -137.35362        0.716616               
  3191801342547132544   Helmi    Koppelman19      1.4979775   92.18943          0.497082               
  3214420461393486208   Helmi    Koppelman19      0.38889912  263.40402         1.562392               
  3233974932096638592   Helmi    Koppelman19      1.1361554   63.355038         0.203154               
  3236724913756362624   Helmi    Koppelman19      2.161533    232.637           0.785216               
  3246220914649655552   Helmi    Koppelman19      3.8407717   42.415127         0.474751               
  3267948604442696448   Helmi    Koppelman19      1.1656735   183.07817         0.679107               
  3270247545819617792   Helmi    Koppelman19      4.5005717   108.64            6.61                   
  3283448591659397504   Helmi    Koppelman19      3.395293    61.96             11.3                   
  3306026508883214080   Helmi    Koppelman19      0.8936366   119.68641         1.166552               
  3311451812788556800   Helmi    Koppelman19      0.68768996  -145.27           18.98                  
  3318466112860232832   Helmi    Koppelman19      2.2469313   -54.44            8.14                   
  3344421699741253376   Helmi    Koppelman19      0.7904656   39.79             15.95                  
  3360259919923274496   Helmi    Koppelman19      1.3762956   24.819147         1.386838               
  3368025671769397120   Helmi    Koppelman19      4.6888676   76.07             4.12                   
  3368344461421835776   Helmi    Koppelman19      3.2520337   62.18             4.26                   
  3375760083236221568   Helmi    Koppelman19      1.3862904   -5.96             10.14                  
  3435000842026369280   Helmi    Koppelman19      1.3309335   -4.15             13.86                  
  3458106907086594304   Helmi    Koppelman19      1.4342291   122.99            10.5                   
  3500260464905928832   Helmi    Koppelman19      4.018523    -136.46925        0.663568               
  3520836313191203584   Helmi    Koppelman19      2.2165494   -78.30495         0.510487               
  3612787302391075968   Helmi    Koppelman19      2.6451917   -251.01874        0.390731               
  3638008690382625408   Helmi    Koppelman19      0.1045448   284.633           0.117511               
  3638308577883569024   Helmi    Koppelman19      1.0504519   297.69            8.15                   
  3645723619877700352   Helmi    Koppelman19      0.9564063   -276.27           7.93                   
  3649703023041037696   Helmi    Koppelman19      1.5436294   182.8             9.56                   
  3665517234359034752   Helmi    Koppelman19      0.5615602   -233.39           20.46                  
  3667980999398592384   Helmi    Koppelman19      2.8533914   -275.1655         2.1905                 
  3685879227632832640   Helmi    Koppelman19      2.2077882   -221.01           21.07                  
  3693613948337587456   Helmi    Koppelman19      0.076938465 271.863           0.059729               
  3696531536801618560   Helmi    Koppelman19      1.4796449   245.19            13.1                   
  3697949460124343296   Helmi    Koppelman19      1.0615228   -151.25           10.44                  
  3697998658974002944   Helmi    Koppelman19      0.36231217  237.21            5.58                   
  3698500933925098496   Helmi    Koppelman19      1.5085083   -220.57           12.43                  
  3700419135039744896   Helmi    Koppelman19      2.239323    -175.26           13.71                  
  3703984129693916928   Helmi    Koppelman19      1.5664353   -208.76           10.74                  
  3705595086027166976   Helmi    Koppelman19      0.89529836  -248.12           14.73                  
  3712313170791794944   Helmi    Koppelman19      0.30454385  247.48            25.66                  
  3712995761354141184   Helmi    Koppelman19      4.347805    -247.95           7.77                   
  3716710186510880256   Helmi    Koppelman19      0.70423293  -256.38           6.43                   
  3718269255344140288   Helmi    Koppelman19      0.36881697  277.45            23.87                  
  3719989475645411712   Helmi    Koppelman19      2.1088474   -165.29           15.85                  
  3726338021425401728   Helmi    Koppelman19      0.6588174   247.5             5.76                   
  3734341989334114304   Helmi    Koppelman19      0.61214465  254.41066         3.54103                
  3736775002407500416   Helmi    Koppelman19      1.6365551   -322.1            14.9                   
  3738979076544369920   Helmi    Koppelman19      1.3087513   -275.96           15.07                  
  3742101345970116224   Helmi    Koppelman19      0.5524274   -284.741          0.360776               
  3742977210060826496   Helmi    Koppelman19      0.11396223  -340.65           2.31843                
  3784512979787195008   Helmi    Koppelman19      4.217914    45.283943         1.94593                
  3798431869281771264   Helmi    Koppelman19      1.4221215   214.63075         0.572811               
  3799979225739262592   Helmi    Koppelman19      0.6150516   208.57            19.77                  
  3803865655746018176   Helmi    Koppelman19      0.5245658   -111.37           32.38                  
  3805053368822108160   Helmi    Koppelman19      0.85198796  232.31            5.72                   
  3808640525507460864   Helmi    Koppelman19      0.77512914  -120.1            6.14                   
  3812217030674464512   Helmi    Koppelman19      1.4586914   -91.6             16.41                  
  3812973391595125888   Helmi    Koppelman19      1.3673841   -174.04           24.12                  
  3842793349531132928   Helmi    Koppelman19      0.52845657  -98.97            6.0                    
  3845801334171290240   Helmi    Koppelman19      0.80726475  -121.27           31.16                  
  3875684174723979904   Helmi    Koppelman19      3.2022686   244.25            11.84                  
  3887002066384290048   Helmi    Koppelman19      2.5294237   -50.97            17.18                  
  3892735332329204224   Helmi    Koppelman19      1.8226548   266.78            15.07                  
  3894054127806485248   Helmi    Koppelman19      3.875344    159.82332         0.626378               
  3897623005111511936   Helmi    Koppelman19      2.3985345   -197.08           14.94                  
  3902635335025097344   Helmi    Koppelman19      3.968343    216.11            8.55                   
  3921020612550678784   Helmi    Koppelman19      0.04483592  278.401           0.995187               
  3922882360614215808   Helmi    Koppelman19      2.2717636   -176.31           13.42                  
  3925374438078436736   Helmi    Koppelman19      0.047262695 347.332           0.088488               
  3927614040185794816   Helmi    Koppelman19      0.10157703  281.711           3.76713                
  3928019553818870528   Helmi    Koppelman19      0.15758128  348.449           0.078229               
  3928225540448909568   Helmi    Koppelman19      0.14726758  280.58            0.872421               
  3929521177462206208   Helmi    Koppelman19      4.182175    240.59077         0.477133               
  3932171034845348864   Helmi    Koppelman19      1.1663747   257.52002         6.13                   
  3933991448143753344   Helmi    Koppelman19      1.4977922   -211.38257        4.618587               
  3935464175249715328   Helmi    Koppelman19      1.32179     -233.28629        1.93473                
  3937879149461334784   Helmi    Koppelman19      0.14408489  273.84            0.067425               
  3939125274092506880   Helmi    Koppelman19      1.6117594   234.35            15.36                  
  3950135439936325376   Helmi    Koppelman19      1.4625531   -207.67           18.54                  
  3959443664858300160   Helmi    Koppelman19      2.1954267   244.49            19.96                  
  3960200884772486912   Helmi    Koppelman19      2.3652775   -238.22           19.01                  
  3961677219651037568   Helmi    Koppelman19      0.1591808   -237.075          0.428162               
  3965991806357554304   Helmi    Koppelman19      2.9458916   -150.66           12.28                  
  3966187038390853376   Helmi    Koppelman19      0.9582684   -131.64           16.28                  
  3971115633621943424   Helmi    Koppelman19      1.7567728   -158.95           15.86                  
  3986709182404800640   Helmi    Koppelman19      1.5833496   -152.92           8.41                   
  3988327319923520384   Helmi    Koppelman19      2.724397    -201.17           17.72                  
  3997068162486541056   Helmi    Koppelman19      2.406918    -211.31           15.57                  
  4001150546081363584   Helmi    Koppelman19      1.2266136   -268.11           9.75                   
  4008001534314802432   Helmi    Koppelman19      3.7095804   161.06            10.97                  
  4018583985839228032   Helmi    Koppelman19      1.2903733   263.88            18.34                  
  4024489531511197440   Helmi    Koppelman19      1.9833989   240.21906         0.411377               
  4027749961445908992   Helmi    Koppelman19      0.11563721  233.421           0.165125               
  4317205919454821504   Helmi    Koppelman19      1.4110422   20.998983         2.239036               
  4422328435129459584   Helmi    Koppelman19      2.3197947   -132.13135        0.989872               
  4423061744962215680   Helmi    Koppelman19      2.2122595   -119.45034        2.682662               
  4440446153372208640   Helmi    Koppelman19      0.5800068   -240.58946        5.35671                
  4466157103214240256   Helmi    Koppelman19      2.6568406   118.12845         0.63253                
  4494936029800093312   Helmi    Koppelman19      3.0160139   142.05211         1.538648               
  4534526935261529216   Helmi    Koppelman19      2.313175    -49.307587        1.0223                 
  4561199025759521920   Helmi    Koppelman19      2.7352793   -175.46033        0.89424                
  4564066449004092928   Helmi    Koppelman19      1.0142787   -251.09           10.84                  
  4573372234384968192   Helmi    Koppelman19      1.2766434   -287.21           12.57                  
  4669519677214249856   Helmi    Koppelman19      2.54436     -56.404816        1.818501               
  4679806226966950912   Helmi    Koppelman19      2.4759889   258.63892         1.029628               
  4692787168619498496   Helmi    Koppelman19      3.4722319   277.82266         0.391969               
  4738898315466921216   Helmi    Koppelman19      1.9079093   284.07364         0.937984               
  4754904073734461952   Helmi    Koppelman19      1.2649461   319.66498         4.893105               
  4768015406298936960   Helmi    Koppelman19      0.31168547  -47.58972         0.365917               
  4790679540699217152   Helmi    Koppelman19      4.275468    123.154655        2.37767                
  4928561700436553856   Helmi    Koppelman19      1.9938157   290.40918         0.31157                
  4963591625501132288   Helmi    Koppelman19      0.07774558  295.15            8.389                  
  4965093901982556416   Helmi    Koppelman19      0.43220463  250.607           20.141                 
  4987794109812160384   Helmi    Koppelman19      2.6185718   306.0395          0.239744               
  4998741805354135552   Helmi    Koppelman19      0.28073186  -185.01099        1.690647               
  5032050552340352384   Helmi    Koppelman19      0.12204299  242.62189         0.788739               
  5048696058874427008   Helmi    Koppelman19      3.6734698   242.62344         0.70201                
  5049085217270417152   Helmi    Koppelman19      0.72966254  305.8599          0.471191               
  5067943490953707008   Helmi    Koppelman19      1.5728984   226.555           57.5                   
  5079910055818560640   Helmi    Koppelman19      1.1082972   -103.08799        3.880809               
  5122647149372975360   Helmi    Koppelman19      0.9264164   252.273           11.16                  
  5155440732210734080   Helmi    Koppelman19      2.1444743   295.3317          1.458117               
  5167090027842913792   Helmi    Koppelman19      4.4905977   63.178703         1.078622               
  5187537405066478720   Helmi    Koppelman19      1.0046041   207.18            9.56                   
  5280057494615723648   Helmi    Koppelman19      2.646205    22.321661         9.958093               
  5283335207500744832   Helmi    Koppelman19      3.6507425   64.86839          0.357288               
  5296305287178801280   Helmi    Koppelman19      1.4658688   -5.41244          1.010066               
  5340742599399608832   Helmi    Koppelman19      1.112779    50.635677         0.652177               
  5360274938102023680   Helmi    Koppelman19      2.5301845   42.469086         0.713492               
  5366111940399568640   Helmi    Koppelman19      2.3504288   45.153725         1.464721               
  5388612346343578112   Helmi    Koppelman19      0.18351898  20.410566         1.374268               
  5392578250427878912   Helmi    Koppelman19      1.4559846   -31.573013        0.248493               
  5446633059547018496   Helmi    Koppelman19      4.2565074   83.41846          0.318573               
  5532006972050819584   Helmi    Koppelman19      1.9211884   155.76227         0.701923               
  5552366427000089600   Helmi    Koppelman19      4.0826864   131.4975          1.591652               
  5558256888748624256   Helmi    Koppelman19      0.5404223   208.38766         0.38287                
  5563244926326975872   Helmi    Koppelman19      2.7467735   171.81526         0.523986               
  5621154039103070592   Helmi    Koppelman19      2.2016687   178.79358         0.756922               
  5658669238397675904   Helmi    Koppelman19      2.3233309   90.16572          0.360513               
  5723101272620828800   Helmi    Koppelman19      4.9091554   80.84551          0.82196                
  5753657422310407808   Helmi    Koppelman19      4.1203694   -5.020652         1.996678               
  5806384261908917248   Helmi    Koppelman19      3.6790736   167.42735         0.460498               
  5808577237852977664   Helmi    Koppelman19      0.626712    116.66416         0.427549               
  5810465477272078208   Helmi    Koppelman19      1.9804312   134.28061         0.229104               
  5818849597035446528   Helmi    Koppelman19      1.7393365   -52.15532         7.378527               
  5840981323002935168   Helmi    Koppelman19      1.2490311   162.2278          2.459074               
